x,y,labels
26.935483870967744,12.81913208742477,4.0
26.592741935483875,15.256779275867292,4.0
27.560483870967747,22.19787635482227,4.0
25.705645161290327,22.81761716544325,4.0
17.842741935483872,23.80920246243682,4.0
20.383064516129036,24.222363002850805,4.0
15.443548387096776,26.53606202916913,4.0
12.520161290322584,21.86734792249108,4.0
14.052419354838712,15.504675600115682,4.0
8.669354838709678,19.71891311233835,4.0
17.45967741935484,12.81913208742477,4.0
20.604838709677423,9.844376196444065,4.0
25.28225806451613,6.084615278676784,4.0
28.044354838709683,9.183319331781686,4.0
27.258064516129036,9.100687223698888,4.0
29.072580645161292,16.454944843067853,4.0
28.044354838709683,14.843618735453305,4.0
27.43951612903226,6.6630400352563655,4.0
28.588709677419356,5.134346035724615,4.0
27.15725806451613,5.464874468055804,4.0
28.387096774193555,6.7043560892977645,4.0
25.645161290322584,8.522262467119306,4.0
21.229838709677423,12.984396303590366,4.0
16.633064516129036,21.082342895704507,4.0
29.435483870967747,6.580407927173569,4.0
23.42741935483871,22.77630111140185,4.0
15.080645161290324,27.775543650411095,4.0
7.076612903225808,23.024197435650244,4.0
6.83467741935484,26.412113867044937,4.0
11.25,25.379212516009968,4.0
17.560483870967744,22.77630111140185,4.0
20.463709677419356,20.793130517414713,4.0
22.036290322580648,18.686011761303384,4.0
23.729838709677423,20.132073652752336,4.0
26.79435483870968,20.95839473358031,4.0
10.060483870967744,29.01502527165305,4.0
22.641129032258068,10.092272520692456,4.0
28.60887096774194,3.72960019831706,4.0
29.637096774193555,3.9361804685240536,4.0
29.556451612903228,8.356998250953712,4.0
28.508064516129036,10.546749115147842,4.0
26.431451612903228,11.001225709603228,4.0
27.681451612903228,12.571235763176379,4.0
27.681451612903228,20.66918235529052,4.0
29.53629032258065,13.149660519755958,4.0
27.177419354838715,16.330996680943656,4.0
29.133064516129036,12.52991970913498,4.0
16.310483870967744,27.5689633802041,4.0
18.36693548387097,25.33789646196857,4.0
10.403225806451614,20.256021814876533,4.0
0.866935483870968,22.693669003319055,5.0
1.108870967741935,22.032612138656674,5.0
1.57258064516129,21.2476071118701,5.0
1.612903225806452,20.91707867953891,5.0
1.774193548387097,20.132073652752336,5.0
0.544354838709677,21.041026841663108,5.0
1.330645161290322,19.09917230171737,5.0
2.096774193548387,18.231535166847998,5.0
2.096774193548387,18.231535166847998,5.0
7.580645161290324,10.174904628775254,5.0
9.97983870967742,7.571993224167137,5.0
10.000000000000002,7.44804506204294,5.0
11.955645161290324,7.117516629711751,5.0
21.451612903225808,1.8290617124127202,5.0
23.185483870967744,0.9614245775433474,5.0
18.36693548387097,8.150417980746719,5.0
15.221774193548388,8.6875266832849,5.0
13.225806451612904,10.464117007065044,5.0
11.895161290322584,11.166489925768822,5.0
9.173387096774194,12.984396303590366,5.0
7.943548387096776,13.76940133037694,5.0
6.875,14.802302681411906,5.0
5.786290322580646,15.87652008648827,5.0
4.67741935483871,16.950737491564638,5.0
3.75,17.942322788558204,5.0
2.661290322580645,19.38838468000716,5.0
0.685483870967742,17.694426464309814,5.0
1.57258064516129,16.992053545606037,5.0
2.399193548387097,16.53757695115065,5.0
2.883064516129032,16.165732464778063,5.0
3.951612903225806,15.504675600115682,5.0
4.717741935483872,15.422043492032888,5.0
5.483870967741936,14.513090303122116,5.0
6.330645161290324,13.521505006128546,5.0
3.951612903225806,12.77781603338337,5.0
2.620967741935484,12.323339438927984,5.0
2.137096774193548,11.414386250017214,5.0
2.217741935483871,8.976739061574692,5.0
1.633064516129032,7.861205602456927,5.0
0.967741935483871,5.588822630179999,5.0
1.411290322580645,5.051713927641817,5.0
3.205645161290322,5.010397873600418,5.0
3.306451612903226,7.324096899918745,5.0
4.69758064516129,11.042541763644627,5.0
2.641129032258065,13.356240789962953,5.0
1.915322580645161,14.182561870790927,5.0
0.786290322580645,14.884934789494704,5.0
0.443548387096774,12.612551817217774,5.0
0.42338709677419306,10.422800953023646,5.0
4.213709677419356,10.58806516918924,5.0
4.35483870967742,7.985153764581124,5.0
3.205645161290322,3.688284144275661,5.0
5.887096774193548,3.151175441737478,5.0
7.883064516129034,5.91935106251119,5.0
6.391129032258066,6.82830425142196,5.0
5.28225806451613,6.7043560892977645,5.0
6.794354838709678,11.331754141934416,5.0
5.443548387096774,9.844376196444065,5.0
8.850806451612904,8.356998250953712,5.0
10.120967741935486,11.373070195975815,5.0
9.435483870967744,1.3332690639159361,5.0
7.016129032258066,2.3661704149509033,5.0
9.858870967741936,5.464874468055804,5.0
8.467741935483872,4.390657062979438,5.0
11.028225806451614,3.72960019831706,5.0
13.629032258064516,3.233807549820275,5.0
11.431451612903228,1.7877456583713212,5.0
12.862903225806452,2.614066739199295,5.0
13.830645161290324,2.9859112255718827,5.0
13.790322580645164,8.150417980746719,5.0
13.266129032258068,6.952252413546157,5.0
14.95967741935484,6.497775819090771,5.0
11.935483870967744,8.7288427373263,5.0
8.810483870967742,10.464117007065044,5.0
18.830645161290324,2.3661704149509033,5.0
24.717741935483875,0.5482640371293606,5.0
21.49193548387097,1.0440566856261455,5.0
19.65725806451613,2.9445951715304846,5.0
18.245967741935488,4.01881257660685,5.0
16.995967741935488,3.4403878200272686,5.0
16.048387096774196,3.4403878200272686,5.0
14.112903225806452,5.216978143807411,5.0
13.225806451612904,5.2996102518902095,5.0
14.032258064516132,6.993568467587556,5.0
13.06451612903226,8.439630359036508,5.0
14.818548387096776,7.778573494374131,5.0
17.036290322580648,6.084615278676784,5.0
14.87903225806452,3.8535483604412555,5.0
14.737903225806452,2.283538306868105,5.0
15.685483870967744,2.283538306868105,5.0
16.79435483870968,2.5314346311164977,5.0
17.681451612903228,2.655382793240694,5.0
18.891129032258068,4.555921279145034,5.0
12.580645161290324,1.3332690639159361,5.0
15.705645161290324,1.6224814422057268,5.0
18.205645161290324,1.0440566856261455,5.0
19.63709677419355,1.0853727396675437,5.0
20.362903225806456,1.4159011719987333,5.0
10.665322580645162,7.737257440332732,5.0
10.745967741935486,10.62938122323064,5.0
9.596774193548388,9.34858354794728,5.0
